Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,6.7783679170293,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,10.7074981522162,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,12.8380914727776,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,12.1897364558815,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,12.2207738102017,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..,10.5489977842988,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,10.3825343619045,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..,9.03695240295277,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,9.69443344891737,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,17.5287197471573,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,7.79875115708193,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,6.09368416916909,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,10.9868057321044,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,..,12.3261834588529,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,12.3261834588529,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,5.81622229020903,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,5.81591922709644,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,5.81622229020903,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,10.4001975323027,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,World,WLD,..,..,..,..,..,..,..,..,..,9.79754691355031,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,10.9,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,10.2,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,7.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,20.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,9.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,4.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,11.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,5.4,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,5.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Aruba,ABW,..,12.1,..,..,..,..,..,..,..,4.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Australia,AUS,..,0,..,..,..,..,..,..,..,6.4,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,4.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,5.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,8.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Bahrain,BHR,..,14.8,..,..,..,..,..,..,..,11.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,14.2,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Barbados,BRB,..,13.2,..,..,..,..,..,..,..,14,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,5.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,3.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,14.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,1.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Bermuda,BMU,..,12.1,..,..,..,..,..,..,..,13,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,10.4,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,5.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,9.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,5.2,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,8.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,British Virgin Islands,VGB,..,12.1,..,..,..,..,..,..,..,8.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,11.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,7.4,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,2.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,6.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,2.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,7.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Cameroon,CMR,..,0,..,..,..,..,..,..,..,5.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,7.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Cayman Islands,CYM,..,12.1,..,..,..,..,..,..,..,13,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,5.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,5.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,6.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,10.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,China,CHN,..,..,..,..,..,..,..,..,..,10.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,8.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,11.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,5.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,5.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,8.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,2.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,4.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,7.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,11.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,8.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Czechia,CZE,..,11.7,..,..,..,..,..,..,..,7.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,5.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,7.4,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,11.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,10.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Ecuador,ECU,..,..,..,..,..,..,..,..,..,4.4,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,20.9,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,El Salvador,SLV,..,..,..,..,..,..,..,..,..,6.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,5.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,6.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,6.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,4.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,3.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,17.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,6.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,France,FRA,..,..,..,..,..,..,..,..,..,5.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,25.2,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,5.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,1.9,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,5.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,6.9,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,2.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Greece,GRC,..,..,..,..,..,..,..,..,..,6.4,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,3.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Grenada,GRD,..,12.1,..,..,..,..,..,..,..,12.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,19.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Guatemala,GTM,..,..,..,..,..,..,..,..,..,13.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,2.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,2.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,11.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,8.9,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Honduras,HND,..,..,..,..,..,..,..,..,..,5.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Hong Kong SAR, China",HKG,..,12.1,..,..,..,..,..,..,..,7.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Hungary,HUN,..,..,..,..,..,..,..,..,..,7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,5.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,India,IND,..,..,..,..,..,..,..,..,..,9.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Indonesia,IDN,..,..,..,..,..,..,..,..,..,10.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,9.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,10.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,6.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,8.5,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,6.4,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Jamaica,JAM,..,..,..,..,..,..,..,..,..,11.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,6.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Jordan,JOR,..,..,..,..,..,..,..,..,..,15.4,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,6.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,4,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,22.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,8.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,6.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,24.9,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,6.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,6.2,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,5.9,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Lesotho,LSO,..,..,..,..,..,..,..,..,..,4.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,2.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,8.7,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,6.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Lithuania,LTU,..,..,..,..,..,..,..,..,..,5.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,5.9,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,7.8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,4.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,7.3,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,19,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,9.2,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Mali,MLI,..,..,..,..,..,..,..,..,..,2.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,8,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,23,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,2.1,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Mauritius,MUS,..,15,..,..,..,..,..,..,..,22.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Mexico,MEX,..,14.2,..,..,..,..,..,..,..,16.9,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,15.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Moldova,MDA,..,..,..,..,..,..,..,..,..,5.6,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,6.2,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Mongolia,MNG,..,..,..,..,..,..,..,..,..,6.9,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,9.1,..,..
